宜信普惠信息咨询（北京）有限公司 22/24
广州环东城市开发运营有限公司 0/1
海南电网有限责任公司琼海供电局 0/1
广西壮族自治区烟草公司柳州市公司 0/1
珠海国际金融大厦（集团）有限公司银都酒店 0/1
珠海美光原科技股份有限公司 0/1
佛山市盈富投资有限公司 0/1
珠海金山网络游戏科技有限公司 0/1
广东南方报业传媒集团有限公司 0/1
广州市新豪精密科技有限公司 0/1
海南青子实业有限公司 0/1
中国南方电网超高压输电公司检修试验中心 0/1
广州市泽铠投资咨询有限公司 0/1
广州风标教育技术股份有限公司 0/1
南京喜之郎食品有限公司 0/1
华意胶板（深圳）有限公司 0/1
广州发展融资租赁有限公司 0/1
海南电网有限责任公司儋州供电局工会委员会 0/1
广西电网有限责任公司来宾供电局 0/1
迅达（中国）电梯有限公司珠海分公司 0/1
广东烟草惠州市有限责任公司 0/1
广东银雁服务外包有限公司汕头分公司工会委员会 0/1
广东电网有限责任公司河源龙川供电局 0/1
广州发展燃料港口有限公司 0/1
广州越威纸业有限公司 0/1
福州坤达房产代理有限公司 0/1
广东晟晔信息科技有限公司 0/1
广州市三泰汽车内饰材料有限公司 0/1
中服（三亚）免税品有限公司 0/1
深圳赛宝工业技术研究院有限公司 0/1
中海油江门能源有限公司 0/1
华润置地森马实业（温州）有限公司 0/1
深圳市深图医学影像设备有限公司 0/1
广西电网有限责任公司贵港供电局 0/1
东莞市锦众汽车贸易有限公司 0/1
广西申龙汽车制造有限公司 0/1
广州蓝月亮实业有限公司 0/1
长安航空有限责任公司 0/1
太平财产保险有限公司湖北分公司 0/1
广西电网有限责任公司钦州供电局 0/1
深圳市机场股份有限公司工会委员会 0/1
广西新电力投资集团有限责任公司那坡供电局 0/1
宁波鹏创企业管理服务有限公司 0/1
中国南方电网有限责任公司超高压输电公司大理局 0/1
广州同辰计算机科技有限公司 0/1
广东载乘新材料科技有限公司 0/1
广东发恩德矿业有限公司 0/1
未鲲(上海)科技服务有限公司 0/1
广州发展能源物流集团有限公司 0/1
深圳市浩宝技术有限公司 0/1
广东中烟工业有限责任公司梅州卷烟厂 0/1
中国铁路工会云桂铁路广西有限责任公司委员会 0/1
广西电网有限责任公司北海供电局 0/1
广东博雅公共关系有限公司北京分公司 0/1
上海百斯特能源发展有限公司 0/1
清远农匠坊农业科技有限公司 0/1
灿芯技术（深圳）有限公司 0/1
广州市华德工业有限公司 0/1
福建省中通通信物流有限公司 0/1
南方电网财务有限公司 0/1
深圳平安综合金融服务有限公司 0/1
国力天（深圳）科技有限公司 0/1
深圳创宏图科技有限公司 0/1
广西田东华强商务电器有限公司 0/1
福州福光水务科技有限公司 0/1
广州发展集团股份有限公司 0/1
贵州电网有限责任公司都匀惠水供电局工会委员会 0/1
岳阳宝德物业管理有限公司 0/1
广东电网有限责任公司佛山禅城供电局工会委员会 0/1
东莞市科旗实业有限公司 0/1
中国南航集团资本控股有限公司 0/1
海南电网有限责任公司琼中供电局工会委员会 0/1
福州开发区安然燃气有限公司 0/1
深圳市显控科技股份有限公司 0/1
中国银行股份有限公司深圳市分行 0/1
东莞市弘康药业有限公司 0/1
深圳市菲森科技有限公司 0/1
深圳市联旗电子有限公司 0/1
天目电子（惠州）有限公司 0/1
深圳市坪安智慧园区运营服务有限公司 0/1
中国银行股份有限公司深圳市分行机关工会委员会 0/1
深圳烟草工业有限责任公司 0/1
广州广汽商贸长蔚新能源汽车销售有限公司 0/1
广州市金逸国际电影城有限公司百信分公司 0/1
海南电网有限责任公司机关工会委员会 0/1
福州市鼓楼区劳务派遣服务有限公司 0/1
广州东望电子科技有限公司 0/1
广东环天电子技术发展有限公司 0/1
深圳市鑫福通网络技术有限公司 0/1
广州暴游信息技术有限公司 0/1
深圳市强瑞精密装备有限公司 0/1
东莞骏伟塑胶五金有限公司 0/1
广东电网有限责任公司惠州供电局 0/1
深圳市润昇汽车用品服务有限公司 0/1
东莞源川复合材料有限公司 0/1
深圳市优信物业管理有限公司 0/1
广州市自来水有限公司 0/1
广东电网有限责任公司揭阳供电局 0/1
深圳沃银企服信息股份有限公司 0/1
广州奥园物业服务有限公司长丰分公司 0/1
深圳市水务（集团）有限公司 0/1
太平产业投资管理有限公司上海分公司 0/1
粤电集团贵州有限公司 0/1
广东合隆节能科技有限公司 0/1
中国铁路工会广西宁铁监理咨询有限责任公司委员会 0/1
东莞保利文塑胶制品有限公司 0/1
东莞市畅智网络科技有限公司 0/1
东莞市光大物业管理有限公司肇庆分公司 0/1
深圳智慧云科技有限公司 0/1
广西中资控股集团股份有限公司 0/1
南安汇嘉物业管理有限公司 0/1
合肥唯奥商业管理有限公司 0/1
广东电网有限责任公司清远连山供电局 0/1
光大节能照明(深圳)有限公司 0/1
广州基迪奥生物科技有限公司 0/1
雷兹达电子（东莞）有限公司 0/1
中国邮政集团有限公司韶关市分公司 0/1
广东电网有限责任公司东莞供电局 0/1
广东电网有限责任公司云浮郁南供电局 0/1
成都南头科技有限公司 0/1
南方电网科学研究院有限责任公司 0/1
中国铁路南宁局集团有限公司梧州车务段 0/1
广东朝阳全网通科技有限公司泉州分公司 0/1
秋时电子科技（东莞）有限公司 0/1
广东朝阳全网通科技有限公司深圳分公司 0/1
广州市世达密封实业有限公司 0/1
长沙千视通智能科技有限公司 0/1
广东中烟工业有限责任公司 0/1
深圳平安信息技术有限公司 0/1
广州博依特智能信息科技有限公司 0/1
八马茶业股份有限公司 0/1
中国人寿保险股份有限公司深圳市分公司 0/8
熵基科技股份有限公司 0/2
北京华域润釜餐饮管理有限公司 0/1
天津创富佳联科技发展有限公司 0/1
中乐享透（浙江）数字科技有限公司 0/1
泰康人寿保险有限责任公司 0/21
天津荣创互联信息科技有限公司 0/3
武汉爱博泰克生物科技有限公司 0/4
北京冠邦物流有限公司 2/2
成都市邑申快递有限公司 2/2
北京雄利物流有限公司 2/2
北京大拇指京品供应链管理有限责任公司 2/2
北京京盛达物流有限公司 2/2
内蒙古亿升物流有限公司 2/2
北京申逾通达物流有限公司 2/2
北京东顺科技有限公司 2/2
北京永乐运通物流有限公司 2/2
北京福瑞通联物流有限公司 2/2
北京硕祥达物流有限公司 2/2
杭州瑞辰供应链有限公司 2/2
杭州金毅路供应链有限公司 2/2
北京润恒通达物流有限公司 2/2
南京玲平物流有限公司 2/2
北京雨乐物流有限公司 2/2
南京快快通物流有限公司 2/2
芜湖仁菲联人力资源服务有限公司 2/2
广州瀚马物流有限公司 2/2
北京玉峰恒达物流有限公司 2/2
上海婴启电子商务有限公司 2/2
长沙建锋货运代理有限公司 2/2
北京雅君货运有限公司 2/2
南京瑞腾电子商务有限公司 2/2
赣州市双龙快递服务有限公司 2/2
北京弘源兴物流有限公司 2/2
骏首（上海）实业发展有限公司 2/2
陕西晟达群和物流有限公司 2/2
广州富崴国际货运代理有限公司 0/1
西安昙薇永恒文化传媒有限公司 0/1
重庆崇德财务咨询有限公司 0/1
北京乐新创展科技有限公司 0/1
北京微梦创科网络技术有限公司 0/13
上海才赋人力资源科技有限公司 1/5
山东飞享网络科技有限公司 0/3
广东德恒龙焱能源科技有限公司 0/1
中邦万基（北京）保安服务有限公司 0/1
北京翕数科技有限公司 0/1
北京城翰汽车服务有限公司 0/1
杭州今元标矩科技有限公司 1/18
广州市捍御者信息科技有限公司 0/1
四川通钱信息技术有限公司 0/5
苏州永泰货运有限公司南通分公司 0/6
摩托罗拉（武汉）移动技术通信有限公司 0/3
贝壳（山东）互联网有限公司 0/2
中移物联网有限公司 0/1
陕西航空天谕医药有限公司 0/3
北京米连科技有限公司 0/1
无锡闹海房地产咨询服务有限公司 0/1
中国核工业建设股份有限公司 0/2
重庆融创物业管理有限公司南宁分公司 0/3
广发证券股份有限公司（客户） 0/7
立讯精密工业股份有限公司 0/4
西安佳帮手商业管理有限公司 1/5
深圳市锐尔觅移动通信有限公司 1/2
沈阳顶益食品有限公司 1/3
迷你高（北京）科技有限公司 0/2
深圳市酷开网络科技有限公司 0/2
苏州高新有轨电车集团有限公司 0/2
北京掌上先机网络科技有限公司 0/11
安徽易众网络科技有限公司 0/2
石家庄振迈工程项目管理有限公司 0/3
合兴集团有限公司 0/1
苏州品睿新材料科技有限公司 0/1
上海颜专塑料贸易有限公司 0/1
浙江上善电气有限公司 0/1
聊城市正东文化传媒有限公司 0/1
深圳市华展国际物流有限公司 0/7
深圳市怡亚通深度供应链管理有限公司 0/9
中泰证券股份有限公司（客户） 0/2
杭州博寰电子商务有限公司 0/1
西门子工厂自动化工程有限公司 1/3
上海佩琪信息技术有限公司 1/4
北京同方艾威康科技有限公司 0/6
北京东大正保科技有限公司 0/10
富士施乐实业发展（中国）有限公司 0/13
北京容联七陌科技有限公司 1/7
致欧家居科技股份有限公司工会委员会 0/3
上海惠畅文化发展有限公司 0/2
南京明之言信息科技有限公司 0/2
北京云迹科技有限公司 0/9
苏州克派图文设计有限公司 0/1
上海天彦祥商贸有限公司 0/1
太仓禾发房地产开发有限公司 0/1
上海丽兴房地产有限公司 0/1
三晶技建建筑工程咨询（上海）有限公司 0/1
上海宝尊电子商务有限公司 0/1
上海新地嘉兆物联网有限公司 0/1
南京苏印图文制作有限公司 0/1
陕西鑫利源文化传媒有限公司 0/1
成都山石智造科技有限公司 0/1
上海信颐信息技术有限公司 0/1
北京花嫁丽舍温莎婚庆服务有限公司 0/1
中宝华南电子（佛山）有限公司 0/1
深圳市金保创科技有限公司 0/1
东莞美时家具有限公司上海分公司 0/1
北京正保远见教育科技有限公司 0/8
海程新材料科技有限公司 0/5
内蒙古伊利实业集团股份有限公司 0/5
丰图科技（深圳）有限公司 0/4
深圳市小象互娱文化娱乐有限公司 0/3
顺丰速运有限公司 0/66
长煦信息技术咨询（上海）有限公司 1/1
深圳忆联信息系统有限公司 1/1
湖北众联至美会展科技有限公司 1/1
武汉格林威特科技有限公司 1/1
盛美半导体设备（上海）股份有限公司 1/1
湖南国科微电子股份有限公司 1/1
华特力科（北京）商贸有限公司 1/1
上海亚朵商业管理（集团）股份有限公司杭州玉古路分公司 1/1
武汉安亿可安全科技有限公司 1/1
梁黄顾建筑设计（深圳）有限公司 0/2
中国机械设备工程股份有限公司 0/6
北京空间变换科技有限公司 0/269
长沙顶益食品有限公司 1/2
重庆天骄爱生活服务股份有限公司成都分公司 0/5
北京远行房地产经纪有限公司 0/2
财通证券股份有限公司（客户） 0/2
申万宏源西部证券有限公司（客户） 0/2
北京粉笔天下教育科技有限公司哈尔滨分公司 0/2
重庆天骄爱生活服务股份有限公司无锡分公司 0/4
武汉游戏群科技有限公司 0/2
国泰君安证券股份有限公司(客户) 0/2
联通集团财务有限公司 0/2
武汉艾帕克汽车配件有限公司 0/1
清远爱机汽车配件有限公司 0/1
大连中远海运海事工程技术有限公司 0/2
中国银河证券股份有限公司 0/26
杭州弘安网络技术有限公司 0/2
阿斯兰航空服务（上海）有限公司 0/2
阿里巴巴（上海）有限公司 0/2
深圳市亿海国际物流有限公司 0/2
振华物流集团有限公司深圳分公司 0/2
江苏宿淮盐高速公路管理有限公司 0/3
安琪酵母股份有限公司 1/20
赛仕软件(北京)有限公司 0/2
上海东方龙新媒体有限公司 0/2
北京百家科技集团有限公司 0/102
成都泰美克晶体技术有限公司 0/2
上海千熠信息科技有限公司 1/3
河南省顺丰速运有限公司 0/4
重庆鹿森文化传播有限公司 0/1
上海索电数码科技有限公司 0/12
株洲中车时代电气股份有限公司 0/7
厦门万翔网络商务有限公司 0/3
慈溪爱琴海商业管理有限公司 0/3
新华人寿保险股份有限公司北京分公司 0/3
上海弘雅文具有限公司 0/3
中国铁路北京局集团有限公司北京货运中心 0/3
天津猫眼微影科技有限公司 0/3
安阳圣源购物广场有限公司 0/1
郑州卓美彩印有限公司 0/1
孟津县西城量贩有限公司 0/1
中国农业银行股份有限公司浙江省分行 0/2
深圳罗马仕科技有限公司 0/3
华润置地（成都）物业服务有限公司 0/8
福建省石狮市通达电器有限公司 0/1
上海江文国际贸易有限公司 0/1
兴奥浩思（北京）咨询有限公司 0/1
北京直客通科技有限公司 0/1
合肥乾道信息科技有限公司 0/1
临沂市罗庄区新旧动能转换基金投资有限公司 0/1
北京信达众联科技有限公司 0/1
深圳市水务规划设计院股份有限公司 0/1
广州创钰投资管理有限公司 0/1
